method,stage,seed,class,threshold,precision,recall,f1,support
oversampling,pre,42,0,0.4,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
oversampling,pre,42,1,0.4,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
oversampling,post,42,0,0.4,0.9318181818181818,0.9111111111111111,0.9213483146067416,45
oversampling,post,42,1,0.4,0.9787234042553191,0.8363636363636363,0.9019607843137255,55
