method,stage,seed,class,threshold,precision,recall,f1,support
oversampling,pre,42,0,0.2,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
oversampling,pre,42,1,0.2,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
oversampling,post,42,0,0.2,1.0,0.6666666666666666,0.8,45
oversampling,post,42,1,0.2,1.0,0.6,0.7499999999999999,55
