method,stage,seed,class,threshold,precision,recall,f1,support
oversampling,pre,42,0,0.25,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
oversampling,pre,42,1,0.25,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
oversampling,post,42,0,0.25,0.9411764705882353,0.7111111111111111,0.8101265822784811,45
oversampling,post,42,1,0.25,1.0,0.6545454545454545,0.7912087912087912,55
