method,stage,seed,class,threshold,precision,recall,f1,support
oversampling,pre,42,0,0.45,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
oversampling,pre,42,1,0.45,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
oversampling,post,42,0,0.45,0.9333333333333333,0.9333333333333333,0.9333333333333333,45
oversampling,post,42,1,0.45,0.9795918367346939,0.8727272727272727,0.923076923076923,55
