method,stage,seed,class,threshold,precision,recall,f1,support
svm_smote,pre,42,0,0.4,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
svm_smote,pre,42,1,0.4,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
svm_smote,post,42,0,0.4,0.9318181818181818,0.9111111111111111,0.9213483146067416,45
svm_smote,post,42,1,0.4,0.9791666666666666,0.8545454545454545,0.912621359223301,55
