method,stage,seed,class,threshold,precision,recall,f1,support
smote,pre,42,0,0.05,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
smote,pre,42,1,0.05,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
smote,post,42,0,0.05,1.0,0.3111111111111111,0.4745762711864407,45
smote,post,42,1,0.05,1.0,0.3090909090909091,0.4722222222222222,55
