method,stage,seed,class,threshold,precision,recall,f1,support
oversampling,pre,42,0,0.3,0.8888888888888888,0.8888888888888888,0.8888888888888888,45
oversampling,pre,42,1,0.3,0.9090909090909091,0.9090909090909091,0.9090909090909091,55
oversampling,post,42,0,0.3,0.9393939393939394,0.6888888888888889,0.7948717948717948,45
oversampling,post,42,1,0.3,1.0,0.7454545454545455,0.8541666666666666,55
